,,,,,,,,
,Reporting Date,NSE S&P CNX NIFTY,BSE BANKEX,REPO RATE (OVERNIGHT),REVERSE REPO RATE (OVERNIGHT),DAILY CALL MONEY RATE -HIGH,DAILY CALL MONEY RATE - LOW,RBI'S REFERENCE RATE: INR PER USD
,,Index,Index,Per cent,Per cent,Per cent,Per cent,Rupees
,30-Oct-2019,11844.1,33837.92,5.15,4.9,5.25,3.7,70.9915
,29-Oct-2019,11786.85,33775.53,5.15,4.9,5.25,3.7,70.7303
,28-Oct-2019,,,5.15,4.9,,,
,27-Oct-2019,wh,wh,wh,wh,wh,wh,wh
,26-Oct-2019,,,5.15,4.9,,,
,25-Oct-2019,11583.9,33271.61,5.15,4.9,5.25,3.6,70.9593
,24-Oct-2019,11582.6,32918.6,5.15,4.9,5.4,3.6,70.9338
,23-Oct-2019,11604.1,33303.96,5.15,4.9,5.25,3.6,70.9373
,22-Oct-2019,11588.35,33247.59,5.15,4.9,5.25,3.6,70.8731
,21-Oct-2019,,,5.15,4.9,,,
,20-Oct-2019,wh,wh,wh,wh,wh,wh,wh
,19-Oct-2019,,,5.15,4.9,5.25,3.6,
,18-Oct-2019,11661.85,32900.62,5.15,4.9,5.1,4.1,71.1988
,17-Oct-2019,11586.35,32779.36,5.15,4.9,5.25,3.6,71.4087
,16-Oct-2019,11464,32264.88,5.15,4.9,5.25,3.6,71.5051
,15-Oct-2019,11428.3,32270.3,5.15,4.9,5.25,3.6,71.3186
,14-Oct-2019,11341.15,31854.47,5.15,4.9,5.2,3.7,71.0188
,13-Oct-2019,wh,wh,wh,wh,wh,wh,wh
,12-Oct-2019,,,5.15,4.9,,,
,11-Oct-2019,11305.05,31732.57,5.15,4.9,5.5,3.7,71.0272
,10-Oct-2019,11234.55,31688.24,5.15,4.9,5.2,3.7,71.0516
,09-Oct-2019,11313.3,32537.43,5.15,4.9,5.25,3.7,71.1121
,08-Oct-2019,,,5.15,4.9,,,
,07-Oct-2019,11126.4,31385.37,5.15,4.9,5.25,3.7,70.9763
,06-Oct-2019,wh,wh,wh,wh,wh,wh,wh
,05-Oct-2019,,,5.15,4.9,5.05,3.5,
,04-Oct-2019,11174.75,31303.39,5.15,4.9,5.45,4.4,70.8703
,03-Oct-2019,11314,32087.99,5.15,4.9,5.45,4,71.1163
,02-Oct-2019,,,5.15,4.9,,,
,01-Oct-2019,11359.9,32378.56,5.15,4.9,5.45,4,70.9109
,30-Sep-2019,11474.45,32889.09,5.15,4.9,5.65,4,70.685
,29-Sep-2019,wh,wh,wh,wh,wh,wh,wh
,28-Sep-2019,,,5.15,4.9,,,
,27-Sep-2019,11512.4,33781.52,5.4,5.15,5.45,3,70.8381
,26-Sep-2019,11571.2,33938.98,5.4,5.15,5.45,4.1,70.9021
,25-Sep-2019,11440.2,33377,5.4,5.15,5.45,4.1,71.0395
,24-Sep-2019,11588.2,34045.33,5.4,5.15,5.5,4.1,70.8477
,23-Sep-2019,11600.2,34477.84,5.4,5.15,5.45,4.1,70.9212
,22-Sep-2019,wh,wh,wh,wh,wh,wh,wh
,21-Sep-2019,,,5.4,5.15,5.25,3.9,
,20-Sep-2019,11274.2,32625.31,5.4,5.15,5.48,4.45,70.937
,19-Sep-2019,10704.8,30150.3,5.4,5.15,5.45,4.1,71.1382
,18-Sep-2019,10840.65,30668.44,5.4,5.15,5.5,4,71.3132
,17-Sep-2019,10817.6,30594.99,5.4,5.15,5.5,4.1,71.8196
,16-Sep-2019,11003.5,31407.02,5.4,5.15,5.5,4,71.5362
,15-Sep-2019,wh,wh,wh,wh,wh,wh,wh
,14-Sep-2019,,,5.4,5.15,,,
,13-Sep-2019,11075.9,31681.15,5.4,5.15,5.45,4,70.9387
,12-Sep-2019,10982.8,31275.47,5.4,5.15,5.45,4,71.3175
,11-Sep-2019,11035.7,31216.14,5.4,5.15,5.5,4,71.6637
,10-Sep-2019,,,5.4,5.15,,,
,09-Sep-2019,11003.05,30928.44,5.4,5.15,5.45,4.1,71.5886
,08-Sep-2019,wh,wh,wh,wh,wh,wh,wh
,07-Sep-2019,,,5.4,5.15,5.4,3.9,
,06-Sep-2019,10946.2,30638.22,5.4,5.15,5.45,4.7,71.7323
,05-Sep-2019,10847.9,30239.89,5.4,5.15,5.5,4.1,71.8611
,04-Sep-2019,10844.65,30516.63,5.4,5.15,5.5,4.1,72.07
,03-Sep-2019,10797.9,30196.76,5.4,5.15,5.45,4.1,72.1899
,02-Sep-2019,,,5.4,5.15,,,
,01-Sep-2019,wh,wh,wh,wh,wh,wh,wh
,31-Aug-2019,,,5.4,5.15,5.45,4.2,
,30-Aug-2019,11023.25,30949.72,5.4,5.15,5.45,4.3,71.7586
,29-Aug-2019,10948.3,30777.61,5.4,5.15,5.45,3.9,71.9971
,28-Aug-2019,11046.1,31379.53,5.4,5.15,5.45,4.1,71.7041
,27-Aug-2019,11105.35,31750.21,5.4,5.15,5.45,4,71.8206
,26-Aug-2019,11057.85,31530.02,5.4,5.15,5.45,4,72.1814
,25-Aug-2019,wh,wh,wh,wh,wh,wh,wh
,24-Aug-2019,,,5.4,5.15,,,
,23-Aug-2019,10829.35,30444.16,5.4,5.15,5.65,4,71.7267
,22-Aug-2019,10741.35,30538.22,5.4,5.15,5.45,4.1,71.7033
,21-Aug-2019,10918.7,31326.22,5.4,5.15,5.4,4.1,71.5508
,20-Aug-2019,11017,31653.61,5.4,5.15,5.42,4,71.6483
,19-Aug-2019,11053.9,31891.44,5.4,5.15,5.45,4,71.3419
,18-Aug-2019,wh,wh,wh,wh,wh,wh,wh
,17-Aug-2019,,,5.4,5.15,,,
,16-Aug-2019,11047.8,31890.19,5.4,5.15,5.4,4,71.2872
,15-Aug-2019,,,5.4,5.15,,,
,14-Aug-2019,11029.4,31652.1,5.4,5.15,5.5,4.1,71.0968
,13-Aug-2019,10925.85,31338.56,5.4,5.15,5.5,4.1,71.2365
,12-Aug-2019,,,5.4,5.15,,,
,11-Aug-2019,wh,wh,wh,wh,wh,wh,wh
,10-Aug-2019,,,5.4,5.15,,,
,09-Aug-2019,11109.65,32114.92,5.4,5.15,5.5,4.1,70.5185
,08-Aug-2019,11032.45,31805.19,5.4,5.15,5.65,4.1,70.8497
,07-Aug-2019,10855.5,31375.87,5.4,5.15,5.75,4.4,70.9553
,06-Aug-2019,10948.25,31694.8,5.4,5.15,5.8,4.4,70.7226
,05-Aug-2019,10862.6,31245.75,5.4,5.15,5.8,4.4,70.3584
,04-Aug-2019,wh,wh,wh,wh,wh,wh,wh
,03-Aug-2019,,,5.4,5.15,5.75,4,
,02-Aug-2019,10997.35,31902.97,5.75,5.5,5.75,4.85,69.3981
,01-Aug-2019,10980,32101.01,5.75,5.5,5.75,4.4,69.058
,31-Jul-2019,11118,32689.44,5.75,5.5,5.8,4.4,68.8569
,30-Jul-2019,11085.4,32582.61,5.75,5.5,5.75,4.4,68.75
,29-Jul-2019,11189.2,33200.18,5.75,5.5,5.75,4.4,68.9023
,28-Jul-2019,wh,wh,wh,wh,wh,wh,wh
,27-Jul-2019,,,5.75,5.5,,,
,26-Jul-2019,11284.3,33118.73,5.75,5.5,5.75,4.4,69.0611
,25-Jul-2019,11252.15,32780.67,5.75,5.5,5.8,4.4,68.9904
,24-Jul-2019,11271.3,32671.1,5.75,5.5,5.75,4.4,69.0135
,23-Jul-2019,11331.05,32915.1,5.75,5.5,5.75,4.4,68.9922
,22-Jul-2019,11346.2,32987.39,5.75,5.5,5.8,4.4,69.0199
,21-Jul-2019,wh,wh,wh,wh,wh,wh,wh
,20-Jul-2019,,,5.75,5.5,5.95,4.1,
,19-Jul-2019,11419.25,33464.04,5.75,5.5,5.85,4.85,68.8249
,18-Jul-2019,11596.9,34196.96,5.75,5.5,5.75,4.4,68.8758
,17-Jul-2019,11687.5,34606.51,5.75,5.5,5.75,4.4,68.8051
,16-Jul-2019,11662.6,34426.54,5.75,5.5,5.75,4.4,68.5672
,15-Jul-2019,11588.35,34255.52,5.75,5.5,5.8,4.4,68.5836
,14-Jul-2019,wh,wh,wh,wh,wh,wh,wh
,13-Jul-2019,,,5.75,5.5,,,
,12-Jul-2019,11552.5,34415.02,5.75,5.5,5.85,4.4,68.5855
,11-Jul-2019,11582.9,34537.49,5.75,5.5,5.9,4.4,68.3665
,10-Jul-2019,11498.9,34316.87,5.75,5.5,5.85,4.4,68.5269
,09-Jul-2019,11555.9,34372.1,5.75,5.5,5.85,4.4,68.7301
,08-Jul-2019,11558.6,34370.46,5.75,5.5,5.8,4.4,68.6982
,07-Jul-2019,wh,wh,wh,wh,wh,wh,wh
,06-Jul-2019,,,5.75,5.5,5.8,4.5,
,05-Jul-2019,11811.15,35340.51,5.75,5.5,5.7,4.5,68.7499
,04-Jul-2019,11946.75,35290.77,5.75,5.5,5.9,4.4,68.8545
,03-Jul-2019,11916.75,35189.57,5.75,5.5,5.9,4.4,68.8776
,02-Jul-2019,11910.3,35082.22,5.75,5.5,5.95,4.4,68.9924
,01-Jul-2019,11865.6,35214.72,5.75,5.5,5.9,4.4,68.9665
,30-Jun-2019,wh,wh,wh,wh,wh,wh,wh
,29-Jun-2019,,,5.75,5.5,6.05,4.5,
,28-Jun-2019,11788.85,34971.86,5.75,5.5,5.95,5,68.918
,27-Jun-2019,11841.55,35179.55,5.75,5.5,5.95,4.4,69.2216
,26-Jun-2019,11847.55,35008.13,5.75,5.5,5.95,4.4,69.3192
,25-Jun-2019,11796.45,34700.33,5.75,5.5,5.9,4.4,69.3398
,24-Jun-2019,11699.65,34402.55,5.75,5.5,5.9,4.4,69.4788
,23-Jun-2019,wh,wh,wh,wh,wh,wh,wh
,22-Jun-2019,,,5.75,5.5,,,
,21-Jun-2019,11724.1,34458.91,5.75,5.5,5.9,4.4,69.6343
,20-Jun-2019,11831.75,34607.46,5.75,5.5,6,4.4,69.5645
,19-Jun-2019,11691.45,34062.5,5.75,5.5,5.91,4.4,69.6677
,18-Jun-2019,11691.5,34064.38,5.75,5.5,5.9,4.4,69.801
,17-Jun-2019,11672.15,33935.02,5.75,5.5,5.9,4.4,69.8362
,16-Jun-2019,wh,wh,wh,wh,wh,wh,wh
,15-Jun-2019,,,5.75,5.5,6,4.6,
,14-Jun-2019,11823.3,34352.25,5.75,5.5,6,5,69.5646
,13-Jun-2019,11914.05,34815.18,5.75,5.5,5.85,4.4,69.3579
,12-Jun-2019,11906.2,34780.15,5.75,5.5,5.8,4.4,69.4048
,11-Jun-2019,11965.6,35134.89,5.75,5.5,5.8,4.4,69.4222
,10-Jun-2019,11922.7,34832.87,5.75,5.5,5.8,4.4,69.4598
,09-Jun-2019,wh,wh,wh,wh,wh,wh,wh
,08-Jun-2019,,,5.75,5.5,,,
,07-Jun-2019,11870.65,34866.11,5.75,5.5,5.8,4.4,69.3019
,06-Jun-2019,11843.75,34653.44,5.75,5.5,6,4.4,69.3205
,05-Jun-2019,,,5.75,5.5,,,
,04-Jun-2019,12021.65,35482.52,5.75,5.5,6,4.5,69.2918
,03-Jun-2019,12088.55,35547.39,5.75,5.5,6,4.5,69.4338
,02-Jun-2019,wh,wh,wh,wh,wh,wh,wh
,01-Jun-2019,,,5.75,5.5,6,4.5,
,31-May-2019,11922.8,35264.03,6,5.75,6,5.2,69.8058
,30-May-2019,11945.9,35450.19,6,5.75,6.05,4.5,69.7852
,29-May-2019,11861.1,35186.36,6,5.75,6.05,4.5,69.8805
,28-May-2019,11928.75,35598.26,6,5.75,6.05,4.5,69.6142
,27-May-2019,11924.75,35620.84,6,5.75,6.05,4.5,69.4327
,26-May-2019,wh,wh,wh,wh,wh,wh,wh
,25-May-2019,,,6,5.75,,,
,24-May-2019,11844.1,35199.19,6,5.75,6.05,4.5,69.6096
,23-May-2019,11657.05,34260.83,6,5.75,6.05,4.5,69.6732
,22-May-2019,11737.9,34208.03,6,5.75,6.05,4.5,69.7655
,21-May-2019,11709.1,33905.99,6,5.75,6.05,4.5,69.7291
,20-May-2019,11828.25,34416.54,6,5.75,6.1,4.5,69.5466
,19-May-2019,wh,wh,wh,wh,wh,wh,wh
,18-May-2019,,,6,5.75,,,
,17-May-2019,11407.15,32878.92,6,5.75,6.15,4.5,70.1666
,16-May-2019,11257.1,32235.33,6,5.75,6.05,4.5,70.2469
,15-May-2019,11157,31951.74,6,5.75,6.05,4.5,70.2087
,14-May-2019,11222.05,32234.95,6,5.75,6.05,4.5,70.4208
,13-May-2019,11148.2,31999.62,6,5.75,6.05,4.5,70.2576
,12-May-2019,wh,wh,wh,wh,wh,wh,wh
,11-May-2019,,,6,5.75,,,
,10-May-2019,11278.9,32385.11,6,5.75,6.1,4.5,69.9212
,09-May-2019,11301.8,32247.43,6,5.75,6.15,4.5,69.8685
,08-May-2019,11359.45,32345.48,6,5.75,6.05,4.5,69.6009
,07-May-2019,11497.9,32704.06,6,5.75,6.95,4.5,69.3095
,06-May-2019,11598.25,33117.33,6,5.75,6.15,4.5,69.3558
,05-May-2019,wh,wh,wh,wh,wh,wh,wh
,04-May-2019,,,6,5.75,5.95,4.2,
,03-May-2019,11712.25,33445.09,6,5.75,6.05,5.25,69.2679
,02-May-2019,11724.75,33139.24,6,5.75,6.25,4.5,69.5419
,01-May-2019,,,6,5.75,,,
,30-Apr-2019,11748.15,33328.45,6,5.75,6.3,4.5,69.8368
,29-Apr-2019,,,6,5.75,,,
,28-Apr-2019,wh,wh,wh,wh,wh,wh,wh
,27-Apr-2019,,,6,5.75,,,
,26-Apr-2019,11754.65,33741.76,6,5.75,6.25,4.5,70.1445
,25-Apr-2019,11641.8,33233.15,6,5.75,6.3,4.5,69.9418
,24-Apr-2019,11726.15,33576.19,6,5.75,6.3,4.5,69.9045
,23-Apr-2019,11575.95,33163.27,6,5.75,6.4,4.5,69.7474
,22-Apr-2019,11594.45,33359.29,6,5.75,6.35,4.5,69.7423
,21-Apr-2019,wh,wh,wh,wh,wh,wh,wh
,20-Apr-2019,,,6,5.75,6.1,4.2,
,19-Apr-2019,,,6,5.75,,,
,18-Apr-2019,11752.8,34020.46,6,5.75,6,5.25,69.4189
,17-Apr-2019,,,6,5.75,,,
,16-Apr-2019,11787.15,34357.35,6,5.75,6.2,4.4,69.577
,15-Apr-2019,11690.35,33811.05,6,5.75,6.15,4.4,69.2293
,14-Apr-2019,wh,wh,wh,wh,wh,wh,wh
,13-Apr-2019,,,6,5.75,,,
,12-Apr-2019,11643.45,33678.63,6,5.75,6.15,0.5,69.324
,11-Apr-2019,11596.7,33484.39,6,5.75,6.25,4.6,68.9742
,10-Apr-2019,11584.3,33573.69,6,5.75,6.06,4.6,69.1482
,09-Apr-2019,11671.95,33868.46,6,5.75,6.1,4.4,69.5397
,08-Apr-2019,11604.5,33501.81,6,5.75,6.1,4.4,69.5142
,07-Apr-2019,wh,wh,wh,wh,wh,wh,wh
,06-Apr-2019,,,6,5.75,,,
,05-Apr-2019,11665.95,33752.23,6,5.75,6.1,4.5,69.1965
,04-Apr-2019,11598,33621.4,6,5.75,6.25,4.8,68.8446
,03-Apr-2019,11643.95,33848,6,5.75,6.3,4.8,68.4896
,02-Apr-2019,11713.2,34147.1,6,5.75,6.35,4.8,69.1198
,01-Apr-2019,11669.15,34057.5,6,5.75,,,
,31-Mar-2019,wh,wh,wh,wh,wh,wh,wh
,30-Mar-2019,,,6,5.75,9.5,5,
,29-Mar-2019,11623.9,34141.94,6.25,6,6.25,5.1,69.1713
,28-Mar-2019,11570,34156.14,6.25,6,6.4,4.8,69.0038
,27-Mar-2019,11445.05,33674.52,6.25,6,6.35,4.8,68.903
,26-Mar-2019,11483.25,33440.54,6.25,6,6.3,4.8,68.8469
,25-Mar-2019,11354.25,32724.24,6.25,6,6.3,4.8,68.9903
,24-Mar-2019,wh,wh,wh,wh,wh,wh,wh
,23-Mar-2019,,,6.25,6,,,
,22-Mar-2019,11456.9,33150.8,6.25,6,6.28,4.8,68.6607
,21-Mar-2019,,,6.25,6,,,
,20-Mar-2019,11521.05,33401.58,6.25,6,6.3,4.8,68.8604
,19-Mar-2019,11532.4,33411.06,6.25,6,6.3,4.8,68.5847
,18-Mar-2019,11462.2,33204.76,6.25,6,6.35,4.8,68.6088
,17-Mar-2019,wh,wh,wh,wh,wh,wh,wh
,16-Mar-2019,,,6.25,6,6.55,4.9,
,15-Mar-2019,11426.85,32915.02,6.25,6,6.28,5.3,69.2131
,14-Mar-2019,11343.25,32401.37,6.25,6,6.3,4.8,69.6657
,13-Mar-2019,11341.7,32355.59,6.25,6,6.25,4.8,69.6225
,12-Mar-2019,11301.2,31902.99,6.25,6,6.3,4.8,69.595
,11-Mar-2019,11168.05,31371,6.25,6,6.3,4.8,69.9308
,10-Mar-2019,wh,wh,wh,wh,wh,wh,wh
,09-Mar-2019,,,6.25,6,,,
,08-Mar-2019,11035.4,31086.39,6.25,6,6.3,4.8,70.101
,07-Mar-2019,11058.2,31092.32,6.25,6,6.25,4.8,70.0268
,06-Mar-2019,11053,30969.53,6.25,6,6.3,4.8,70.5798
,05-Mar-2019,10987.45,30889.13,6.25,6,6.3,4.8,70.7601
,04-Mar-2019,,,6.25,6,,,
,03-Mar-2019,wh,wh,wh,wh,wh,wh,wh
,02-Mar-2019,,,6.25,6,6.35,4.8,
,01-Mar-2019,10863.5,30321.99,6.25,6,6.3,5.3,70.9696
,28-Feb-2019,10792.5,30027.41,6.25,6,6.35,4.8,71.1953
,27-Feb-2019,10806.65,29991.86,6.25,6,6.4,4.8,71.1663
,26-Feb-2019,10835.3,30124.98,6.25,6,6.37,4.8,71.0952
,25-Feb-2019,10880.1,30351.26,6.25,6,6.4,4.8,71.042
,24-Feb-2019,wh,wh,wh,wh,wh,wh,wh
,23-Feb-2019,,,6.25,6,,,
,22-Feb-2019,10791.65,30091.92,6.25,6,6.5,4.8,71.2177
,21-Feb-2019,10789.85,30222.59,6.25,6,6.45,4.8,71.154
,20-Feb-2019,10735.45,30152.14,6.25,6,6.45,4.8,71.1773
,19-Feb-2019,10604.35,29866.57,6.25,6,,,
,18-Feb-2019,10640.95,29817.05,6.25,6,6.5,4.8,71.4705
,17-Feb-2019,wh,wh,wh,wh,wh,wh,wh
,16-Feb-2019,,,6.25,6,6.25,4.6,
,15-Feb-2019,10724.4,29972.02,6.25,6,6.3,5.2,71.2515
,14-Feb-2019,10746.05,30178.77,6.25,6,6.5,4.8,70.9408
,13-Feb-2019,10793.65,29946.49,6.25,6,6.35,4.7,70.5547
,12-Feb-2019,10831.4,30165.77,6.25,6,6.45,4.8,70.9353
,11-Feb-2019,10888.8,30411.83,6.25,6,6.5,4.8,71.1621
,10-Feb-2019,wh,wh,wh,wh,wh,wh,wh
,09-Feb-2019,,,6.25,6,,,
,08-Feb-2019,10943.6,30546.58,6.25,6,6.5,4.8,71.2949
,07-Feb-2019,11069.4,30718.18,6.25,6,6.6,5,71.4688
,06-Feb-2019,11062.45,30704.45,6.25,6,6.6,5,71.5731
,05-Feb-2019,10934.35,30559.02,6.25,6,6.5,5,71.7459
,04-Feb-2019,10912.25,30473.65,6.25,6,6.5,5,71.658
,03-Feb-2019,wh,wh,wh,wh,wh,wh,wh
,02-Feb-2019,,,6.25,6,6.5,4.1,
,01-Feb-2019,10893.65,30412.15,6.5,6.25,6.5,5.45,71.1102
,31-Jan-2019,10830.95,30731.37,6.5,6.25,6.5,5,71.0333
,30-Jan-2019,10651.8,30217.43,6.5,6.25,6.5,5,71.2442
,29-Jan-2019,10652.2,29811.24,6.5,6.25,6.5,5,71.0942
,28-Jan-2019,10661.55,29812.35,6.5,6.25,6.55,5,71.134
,27-Jan-2019,wh,wh,wh,wh,wh,wh,wh
,26-Jan-2019,,,6.5,6.25,,,
,25-Jan-2019,10780.55,30377.47,6.5,6.25,6.6,5,71.1051
,24-Jan-2019,10849.8,30570.52,6.5,6.25,6.6,5,71.282
,23-Jan-2019,10831.5,30540.66,6.5,6.25,6.6,5,71.2039
,22-Jan-2019,10922.75,30749.77,6.5,6.25,6.6,5,71.3761
,21-Jan-2019,10961.85,30770.44,6.5,6.25,6.6,5,71.3782
,20-Jan-2019,wh,wh,wh,wh,wh,wh,wh
,19-Jan-2019,,,6.5,6.25,6.55,4.85,
,18-Jan-2019,10906.95,30739.83,6.5,6.25,6.45,5.5,71.1418
,17-Jan-2019,10905.2,30812.25,6.5,6.25,6.55,5,71.3418
,16-Jan-2019,10890.3,30814.68,6.5,6.25,6.5,5,71.1847
,15-Jan-2019,10886.8,30681.8,6.5,6.25,6.55,5,71.0298
,14-Jan-2019,10737.6,30549.46,6.5,6.25,6.5,5,70.8244
,13-Jan-2019,wh,wh,wh,wh,wh,wh,wh
,12-Jan-2019,,,6.5,6.25,,,
,11-Jan-2019,10794.95,30800.99,6.5,6.25,6.52,5,70.4737
,10-Jan-2019,10821.6,30933.09,6.5,6.25,6.55,5,70.5135
,09-Jan-2019,10855.15,31166.49,6.5,6.25,6.6,5,70.4418
,08-Jan-2019,10802.15,30952.41,6.5,6.25,6.5,5,70.0221
,07-Jan-2019,10771.8,30551.36,6.5,6.25,6.55,5,69.4814
,06-Jan-2019,wh,wh,wh,wh,wh,wh,wh
,05-Jan-2019,,,6.5,6.25,7,4.1,
,04-Jan-2019,10727.35,30438.12,6.5,6.25,6.45,5.5,69.8653
,03-Jan-2019,10672.25,30153.3,6.5,6.25,6.6,5,70.3627
,02-Jan-2019,10792.5,30379.32,6.5,6.25,6.6,5,69.6089
,01-Jan-2019,10910.1,30615.47,6.5,6.25,6.5,5,69.7131
,31-Dec-2018,10862.55,30376.68,6.5,6.25,6.85,5,69.7923
,30-Dec-2018,wh,wh,wh,wh,wh,wh,wh
,29-Dec-2018,,,6.5,6.25,6.4,4.1,
,28-Dec-2018,10859.9,30330.38,6.5,6.25,6.55,5.5,69.9786
,27-Dec-2018,10779.8,30026.41,6.5,6.25,6.75,5,70.327
,26-Dec-2018,10729.85,30111.41,6.5,6.25,6.75,5,69.9906
,25-Dec-2018,,,6.5,6.25,,,
,24-Dec-2018,10663.5,29924.95,6.5,6.25,6.7,5,70.1757
,23-Dec-2018,wh,wh,wh,wh,wh,wh,wh
,22-Dec-2018,,,6.5,6.25,,,
,21-Dec-2018,10754,30023.63,6.5,6.25,6.65,5,70.0368
,20-Dec-2018,10951.7,30496.46,6.5,6.25,6.65,5,70.2835
,19-Dec-2018,10967.3,30586.1,6.5,6.25,6.65,5,70.1094
,18-Dec-2018,10908.7,30382.89,6.5,6.25,6.62,5,71.194
,17-Dec-2018,10888.35,30171.18,6.5,6.25,6.65,5,71.673
,16-Dec-2018,wh,wh,wh,wh,wh,wh,wh
,15-Dec-2018,,,6.5,6.25,6.65,4.1,
,14-Dec-2018,10805.45,30003.15,6.5,6.25,6.55,5.3,71.7359
,13-Dec-2018,10791.55,29940.95,6.5,6.25,6.6,5,71.5368
,12-Dec-2018,10737.6,29806.29,6.5,6.25,6.7,5,72.0407
,11-Dec-2018,10549.15,29229.87,6.5,6.25,6.6,5,71.9274
,10-Dec-2018,10488.45,29055.82,6.5,6.25,6.55,5,71.3257
,09-Dec-2018,wh,wh,wh,wh,wh,wh,wh
,08-Dec-2018,,,6.5,6.25,,,
,07-Dec-2018,10693.7,29660.88,6.5,6.25,6.6,5,70.5663
,06-Dec-2018,10601.15,29175.64,6.5,6.25,6.55,5,71.0371
,05-Dec-2018,10782.9,29599.99,6.5,6.25,6.55,5,70.5171
,04-Dec-2018,10869.5,29899.8,6.5,6.25,6.5,5,70.3455
,03-Dec-2018,10883.75,30054.21,6.5,6.25,6.55,5,70.028
,02-Dec-2018,wh,wh,wh,wh,wh,wh,wh
,01-Dec-2018,,,6.5,6.25,6.5,5.05,
,30-Nov-2018,10876.75,29948.98,6.5,6.25,6.55,5.5,69.6574
,29-Nov-2018,10858.7,30093.08,6.5,6.25,6.55,5,69.9159
,28-Nov-2018,10728.85,29575.73,6.5,6.25,6.55,5,70.6881
,27-Nov-2018,10685.6,35513.14,6.5,6.25,6.6,5,70.9065
,26-Nov-2018,10628.6,29563.06,6.5,6.25,6.6,5,70.7144
,25-Nov-2018,wh,wh,wh,wh,wh,wh,wh
,24-Nov-2018,,,6.5,6.25,,,
,23-Nov-2018,,,6.5,6.25,,,
,22-Nov-2018,10526.75,29192.05,6.5,6.25,6.6,5,71.1787
,21-Nov-2018,10600.05,29534.05,6.5,6.25,,,
,20-Nov-2018,10656.2,29372.05,6.5,6.25,6.55,5,71.3276
,19-Nov-2018,10763.4,29603.45,6.5,6.25,6.5,5,71.9007
,18-Nov-2018,wh,wh,wh,wh,wh,wh,wh
,17-Nov-2018,,,6.5,6.25,6.6,4.6,
,16-Nov-2018,10682.2,29519.42,6.5,6.25,6.5,5.5,71.8023
,15-Nov-2018,10616.7,29530.82,6.5,6.25,6.5,5.1,72.16
,14-Nov-2018,10576.3,29298.7,6.5,6.25,6.55,5.1,72.1039
,13-Nov-2018,10582.5,29145.98,6.5,6.25,6.6,5.1,72.5853
,12-Nov-2018,10482.2,28854.04,6.5,6.25,6.6,5.1,72.9078
,11-Nov-2018,wh,wh,wh,wh,wh,wh,wh
,10-Nov-2018,10482.2,28854.04,6.5,6.25,,,
,09-Nov-2018,10585.2,29098.32,6.5,6.25,6.6,4.9,72.7347
,08-Nov-2018,,,6.5,6.25,,,
,07-Nov-2018,10598.4,29039.13,6.5,6.25,,,
,06-Nov-2018,10530,28908.78,6.5,6.25,6.7,5,73.0097
,05-Nov-2018,10524,29052.6,6.5,6.25,6.55,5,73.074
,04-Nov-2018,wh,wh,wh,wh,wh,wh,wh
,03-Nov-2018,,,6.5,6.25,6.5,4.6,
,02-Nov-2018,10553,29016.4,6.5,6.25,6.55,5.45,72.8798
,01-Nov-2018,10380.45,28611.24,6.5,6.25,6.6,5,73.8295
,31-Oct-2018,10386.6,28359.59,6.5,6.25,6.6,5.1,73.9936
,30-Oct-2018,10198.4,27878.73,6.5,6.25,6.6,5.1,73.5709
,29-Oct-2018,10250.85,28029.4,6.5,6.25,6.6,5,73.4181
,28-Oct-2018,wh,wh,wh,wh,wh,wh,wh
,27-Oct-2018,,,6.5,6.25,,,
,26-Oct-2018,10030,27159.27,6.5,6.25,6.6,5,73.374
,25-Oct-2018,10124.9,27706.06,6.5,6.25,6.65,5.1,73.2746
,24-Oct-2018,10224.75,28003.53,6.5,6.25,6.6,5.1,73.2645
,23-Oct-2018,10146.8,27899.57,6.5,6.25,6.6,5.1,73.7818
,22-Oct-2018,10245.25,27978.09,6.5,6.25,6.75,5.05,73.3025
,21-Oct-2018,wh,wh,wh,wh,wh,wh,wh
,20-Oct-2018,,,6.5,6.25,6.55,4.7,
,19-Oct-2018,10303.55,28042.34,6.5,6.25,6.6,5.55,73.4354
,18-Oct-2018,,,6.5,6.25,,,
,17-Oct-2018,10453.05,28162.22,6.5,6.25,6.7,5.1,73.4846
,16-Oct-2018,10584.75,28682.79,6.5,6.25,6.7,5.1,73.9041
,15-Oct-2018,10512.5,28341.81,6.5,6.25,6.75,5,73.9708
,14-Oct-2018,wh,wh,wh,wh,wh,wh,wh
,13-Oct-2018,,,6.5,6.25,,,
,12-Oct-2018,10472.5,28429.02,6.5,6.25,6.6,5,73.7967
,11-Oct-2018,10234.65,27751.76,6.5,6.25,6.55,5,74.3875
,10-Oct-2018,10460.1,28381.58,6.5,6.25,6.55,5,74.1316
,09-Oct-2018,10301.05,27413.42,6.5,6.25,6.5,5,74.0989
,08-Oct-2018,10348.05,27543.76,6.5,6.25,6.55,5,73.9235
,07-Oct-2018,wh,wh,wh,wh,wh,wh,wh
,06-Oct-2018,,,6.5,6.25,6.65,4.5,
,05-Oct-2018,10316.45,27226.87,6.5,6.25,6.5,5,73.5809
,04-Oct-2018,10599.25,27762.07,6.5,6.25,6.45,5,73.7509
,03-Oct-2018,10858.25,27835.27,6.5,6.25,6.5,5,73.0299
